epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1554150545824,2019-04-01T16.29.05.824,22.000,0.285,-1.135,-1.421
1554150545904,2019-04-01T16.29.05.904,22.080,0.987,-2.750,-0.590
1554150545984,2019-04-01T16.29.05.984,22.160,0.924,-2.217,-1.450
1554150546064,2019-04-01T16.29.06.064,22.240,0.008,0.540,0.037
1554150546144,2019-04-01T16.29.06.144,22.320,0.093,2.402,-1.791
1554150546224,2019-04-01T16.29.06.224,22.400,-0.143,-0.459,-0.428
1554150546304,2019-04-01T16.29.06.304,22.480,0.211,-1.319,-0.264
1554150546384,2019-04-01T16.29.06.384,22.560,0.223,-0.276,-0.585
1554150546464,2019-04-01T16.29.06.464,22.640,0.132,0.062,0.186
1554150546544,2019-04-01T16.29.06.544,22.720,-0.114,0.432,0.010
1554150546624,2019-04-01T16.29.06.624,22.800,-0.006,-0.025,0.146
1554150546704,2019-04-01T16.29.06.704,22.880,0.708,-4.433,-1.389
1554150546784,2019-04-01T16.29.06.784,22.960,0.424,-2.724,-0.750
1554150546864,2019-04-01T16.29.06.864,23.040,0.273,-1.408,-0.686
1554150546944,2019-04-01T16.29.06.944,23.120,0.172,-0.625,-0.188
1554150547024,2019-04-01T16.29.07.024,23.200,-0.050,0.130,0.050
1554150547104,2019-04-01T16.29.07.104,23.280,-0.039,0.135,0.039
1554150547184,2019-04-01T16.29.07.184,23.360,-0.047,-0.407,-0.452
1554150547264,2019-04-01T16.29.07.264,23.440,1.091,-2.550,0.400
1554150547344,2019-04-01T16.29.07.344,23.520,0.328,-1.252,0.062
1554150547424,2019-04-01T16.29.07.424,23.600,0.163,-0.172,-0.015
1554150547504,2019-04-01T16.29.07.504,23.680,0.338,-0.686,-0.033
1554150547584,2019-04-01T16.29.07.584,23.760,0.451,-1.270,-0.040
1554150547664,2019-04-01T16.29.07.664,23.840,0.360,-0.821,-0.060
1554150547744,2019-04-01T16.29.07.744,23.920,0.288,-0.957,-0.140
1554150547824,2019-04-01T16.29.07.824,24.000,0.157,-1.209,-0.235
1554150547904,2019-04-01T16.29.07.904,24.080,0.037,-0.924,-0.166
1554150547984,2019-04-01T16.29.07.984,24.160,0.085,-0.848,-0.099
1554150548064,2019-04-01T16.29.08.064,24.240,0.097,-0.992,-0.044
1554150548144,2019-04-01T16.29.08.144,24.320,0.086,-0.887,-0.041
1554150548224,2019-04-01T16.29.08.224,24.400,0.098,-0.925,-0.031
1554150548304,2019-04-01T16.29.08.304,24.480,0.132,-0.932,-0.029
1554150548384,2019-04-01T16.29.08.384,24.560,0.190,-1.021,-0.020
1554150548464,2019-04-01T16.29.08.464,24.640,0.282,-1.176,-0.067
1554150548544,2019-04-01T16.29.08.544,24.720,0.224,-1.010,-0.120
1554150548624,2019-04-01T16.29.08.624,24.800,0.273,-0.748,-0.166
1554150548704,2019-04-01T16.29.08.704,24.880,0.312,-0.915,-0.177
1554150548784,2019-04-01T16.29.08.784,24.960,0.267,-0.889,-0.072
1554150548864,2019-04-01T16.29.08.864,25.040,0.270,-0.875,-0.078
1554150548944,2019-04-01T16.29.08.944,25.120,0.284,-0.913,-0.053
1554150549024,2019-04-01T16.29.09.024,25.200,0.262,-0.934,-0.054
1554150549104,2019-04-01T16.29.09.104,25.280,0.283,-1.050,-0.048
1554150549184,2019-04-01T16.29.09.184,25.360,0.250,-1.173,-0.109
1554150549264,2019-04-01T16.29.09.264,25.440,0.137,-0.891,-0.259
1554150549344,2019-04-01T16.29.09.344,25.520,0.062,-0.835,-0.278
1554150549424,2019-04-01T16.29.09.424,25.600,0.213,-0.930,-0.167
1554150549504,2019-04-01T16.29.09.504,25.680,0.160,-0.854,-0.103
1554150549584,2019-04-01T16.29.09.584,25.760,0.121,-0.896,-0.098
1554150549664,2019-04-01T16.29.09.664,25.840,0.200,-0.782,0.035
1554150549744,2019-04-01T16.29.09.744,25.920,0.264,-0.874,0.084
1554150549824,2019-04-01T16.29.09.824,26.000,0.238,-0.794,0.146
1554150549904,2019-04-01T16.29.09.904,26.080,0.127,-0.086,0.124
1554150549984,2019-04-01T16.29.09.984,26.160,0.162,-0.507,-0.253
1554150550064,2019-04-01T16.29.10.064,26.240,0.333,-1.044,-0.520
1554150550144,2019-04-01T16.29.10.144,26.320,0.569,-0.229,-1.209
1554150550224,2019-04-01T16.29.10.224,26.400,1.108,-0.513,-2.334
1554150550304,2019-04-01T16.29.10.304,26.480,0.752,-0.404,-0.882
1554150550384,2019-04-01T16.29.10.384,26.560,0.202,0.327,-0.567
1554150550464,2019-04-01T16.29.10.464,26.640,0.251,0.454,0.025
1554150550544,2019-04-01T16.29.10.544,26.720,0.686,0.461,-0.065
1554150550624,2019-04-01T16.29.10.624,26.800,0.959,0.366,-0.197
1554150550704,2019-04-01T16.29.10.704,26.880,1.157,0.261,0.330
1554150550784,2019-04-01T16.29.10.784,26.960,2.478,-0.374,1.042
1554150550864,2019-04-01T16.29.10.864,27.040,0.895,-1.075,-0.232
1554150550944,2019-04-01T16.29.10.944,27.120,0.227,-0.277,0.184
1554150551024,2019-04-01T16.29.11.024,27.200,0.819,-0.897,0.733
1554150551104,2019-04-01T16.29.11.104,27.280,0.715,-0.533,0.513
1554150551184,2019-04-01T16.29.11.184,27.360,0.864,-0.478,-0.349
1554150551264,2019-04-01T16.29.11.264,27.440,1.053,-0.418,-0.331
1554150551344,2019-04-01T16.29.11.344,27.520,0.953,-0.352,-0.014
1554150551424,2019-04-01T16.29.11.424,27.600,0.884,-0.387,-0.055
1554150551504,2019-04-01T16.29.11.504,27.680,0.913,-0.419,-0.078
1554150551584,2019-04-01T16.29.11.584,27.760,0.919,-0.421,-0.099
1554150551664,2019-04-01T16.29.11.664,27.840,0.897,-0.383,-0.081
1554150551744,2019-04-01T16.29.11.744,27.920,0.920,-0.386,-0.074
1554150551824,2019-04-01T16.29.11.824,28.000,0.918,-0.403,-0.089
1554150551904,2019-04-01T16.29.11.904,28.080,0.917,-0.391,-0.087
1554150551984,2019-04-01T16.29.11.984,28.160,0.912,-0.397,-0.083
1554150552064,2019-04-01T16.29.12.064,28.240,0.906,-0.409,-0.094
1554150552144,2019-04-01T16.29.12.144,28.320,0.920,-0.380,-0.076
1554150552224,2019-04-01T16.29.12.224,28.400,0.912,-0.381,-0.078
1554150552304,2019-04-01T16.29.12.304,28.480,0.898,-0.403,-0.073
